transaction_id,customer_id,customer_name,product_id,price,product_name,category,purchase_location,city,transaction_date,quantity,payment_method,discount,email,phone,payment_status,revenue,year,month,quarter
1968,372,B***,108,15000.0,Mixer Grinder,Home Appliances,online,Mumbai,2026-01-27,1,NetBanking,0.35,Br***@gmail.com,******1702,successful,9750.0,2026,January,1
1969,332,J***,105,45000.0,Tv,Electronics,offline,Mumbai,2025-11-02,4,Cash,0.4,Ja***@yahoo.com,******6896,successful,108000.0,2025,November,4
1970,361,D***,104,8000.0,Shoes,Clothing,offline,Delhi,2026-04-09,5,UPI,0.35,Da***@yahoo.com,******7366,successful,26000.0,2026,April,2
1971,974,P***,109,65000.0,Refrigerator,Home Appliances,online,Bangalore,2025-10-04,5,UPI,0.35,Ph***@yahoo.com,******9416,successful,211250.0,2025,October,4
1972,733,J***,101,250000.0,Laptop,Electronics,offline,Delhi,2025-11-12,1,Cash,0.1,Je***@gmail.com,******6363,successful,225000.0,2025,November,4
1973,869,K***,102,70000.0,Phone,Electronics,online,Mumbai,2025-09-22,2,Card,0.2,Kr***@yahoo.com,******3079,successful,112000.0,2025,September,3
1974,1,K***,105,45000.0,Tv,Electronics,online,Hyderabad,2026-02-21,1,UPI,0.35,Ka***@yahoo.com,******6363,successful,29250.0,2026,February,1
1975,132,R***,108,15000.0,Mixer Grinder,Home Appliances,online,Delhi,2025-10-24,4,UPI,0.3,Ro***@yahoo.com,******5967,successful,42000.0,2025,October,4
1975,132,R***,108,15000.0,Mixer Grinder,Home Appliances,online,Delhi,2025-10-24,4,UPI,0.3,Ro***@yahoo.com,******5967,failed,42000.0,2025,October,4
1976,848,E***,104,8000.0,Shoes,Clothing,offline,Hyderabad,2026-02-11,2,Card,0.1,Er***@gmail.com,******6213,successful,14400.0,2026,February,1
1977,22,J***,104,8000.0,Shoes,Clothing,offline,Chennai,2025-10-09,4,UPI,0.05,Ja***@gmail.com,******4842,successful,30400.0,2025,October,4
1978,316,J***,107,50000.0,Dining Table,Furniture,online,Delhi,2025-07-09,4,Card,0.25,Ja***@gmail.com,******4613,successful,150000.0,2025,July,3
1979,470,J***,101,250000.0,Laptop,Electronics,offline,Mumbai,2026-03-17,5,Cash,0.1,Ja***@gmail.com,******5355,successful,1125000.0,2026,March,1
1980,627,N***,108,15000.0,Mixer Grinder,Home Appliances,offline,Bangalore,2025-06-13,1,Card,0.1,Ni***@gmail.com,******1056,successful,13500.0,2025,June,2
1981,783,B***,103,1300.0,Shirt,Clothing,online,Hyderabad,2025-10-05,1,UPI,0.3,Br***@outlook.com,******3064,successful,909.9999999999999,2025,October,4
1982,296,K***,109,65000.0,Refrigerator,Home Appliances,offline,Bangalore,2026-03-18,1,UPI,0.3,Ka***@yahoo.com,******6097,successful,45500.0,2026,March,1
1983,53,J***,106,80000.0,Sofa,Furniture,online,Hyderabad,2025-09-09,2,UPI,0.25,Jo***@outlook.com,******8917,successful,120000.0,2025,September,3
1984,776,E***,107,50000.0,Dining Table,Furniture,offline,Chennai,2026-02-01,5,Card,0.35,Er***@gmail.com,******1731,successful,162500.0,2026,February,1
1985,294,J***,101,250000.0,Laptop,Electronics,online,Hyderabad,2025-05-25,3,NetBanking,0.05,Ja***@gmail.com,******7809,successful,712500.0,2025,May,2
1986,388,D***,102,70000.0,Phone,Electronics,online,Bangalore,2025-04-29,1,Card,0.4,Da***@gmail.com,******0453,successful,42000.0,2025,April,2
1987,530,M***,109,65000.0,Refrigerator,Home Appliances,offline,Delhi,2025-11-09,3,UPI,0.25,Ma***@outlook.com,******5263,successful,146250.0,2025,November,4
1988,414,C***,106,80000.0,Sofa,Furniture,offline,Delhi,2025-08-20,3,Cash,0.05,Ch***@yahoo.com,******1815,successful,228000.0,2025,August,3
1989,674,H***,108,15000.0,Mixer Grinder,Home Appliances,offline,Bangalore,2026-01-26,2,Card,0.35,Ha***@outlook.com,******8272,successful,19500.0,2026,January,1
1990,972,A***,104,8000.0,Shoes,Clothing,offline,Bangalore,2026-01-11,3,Card,0.4,Al***@gmail.com,******3892,successful,14400.0,2026,January,1
1991,503,L***,107,50000.0,Dining Table,Furniture,offline,Delhi,2025-06-26,4,UPI,0.4,La***@yahoo.com,******4143,successful,120000.0,2025,June,2
1992,14,J***,101,250000.0,Laptop,Electronics,online,Hyderabad,2025-06-12,4,NetBanking,0.15,Jo***@gmail.com,******5282,successful,850000.0,2025,June,2
1993,914,N***,102,70000.0,Phone,Electronics,online,Chennai,2025-06-04,4,NetBanking,0.3,Ni***@yahoo.com,******4916,successful,196000.0,2025,June,2
1994,579,C***,110,45000.0,Microwave,Home Appliances,online,Mumbai,2025-03-05,1,NetBanking,0.15,Ch***@yahoo.com,******2846,successful,38250.0,2025,March,1
1995,982,J***,109,65000.0,Refrigerator,Home Appliances,online,Mumbai,2026-02-24,3,Card,0.4,Ja***@outlook.com,******8023,successful,117000.0,2026,February,1
1996,633,J***,108,15000.0,Mixer Grinder,Home Appliances,online,Delhi,2025-04-07,1,Cash,0.35,Ju***@gmail.com,******3701,successful,9750.0,2025,April,2
1997,840,V***,107,50000.0,Dining Table,Furniture,online,Delhi,2025-04-30,5,Card,0.05,Ve***@gmail.com,******9830,successful,237500.0,2025,April,2
1998,423,M***,108,15000.0,Mixer Grinder,Home Appliances,offline,Hyderabad,2025-10-14,3,UPI,0.25,Ma***@gmail.com,******8855,successful,33750.0,2025,October,4
1999,190,H***,105,45000.0,Tv,Electronics,offline,Chennai,2025-10-23,3,NetBanking,0.05,He***@gmail.com,******3476,successful,128250.0,2025,October,4
2000,92,K***,103,1300.0,Shirt,Clothing,online,Chennai,2025-03-11,3,Card,0.05,Ke***@yahoo.com,******9379,successful,3705.0,2025,March,1
2001,249,A***,106,80000.0,Sofa,Furniture,offline,Bangalore,2026-02-16,4,UPI,0.2,Al***@gmail.com,******5109,successful,256000.0,2026,February,1
2002,854,D***,105,45000.0,Tv,Electronics,offline,Hyderabad,2025-10-08,4,NetBanking,0.2,De***@yahoo.com,******2116,successful,144000.0,2025,October,4
2003,923,G***,102,70000.0,Phone,Electronics,online,Mumbai,2026-01-31,2,UPI,0.35,Ge***@gmail.com,******9222,successful,91000.0,2026,January,1
2004,518,A***,108,15000.0,Mixer Grinder,Home Appliances,online,Bangalore,2025-06-12,5,UPI,0.2,Al***@yahoo.com,******9276,successful,60000.0,2025,June,2
2005,724,K***,101,250000.0,Laptop,Electronics,online,Chennai,2026-01-26,4,UPI,0.05,Ki***@gmail.com,******1493,successful,950000.0,2026,January,1
2006,120,M***,107,50000.0,Dining Table,Furniture,online,Delhi,2025-06-09,2,NetBanking,0.2,Mi***@gmail.com,******5729,successful,80000.0,2025,June,2
2007,872,D***,102,70000.0,Phone,Electronics,offline,Mumbai,2026-01-11,5,UPI,0.3,Da***@yahoo.com,******0205,successful,244999.99999999997,2026,January,1
2008,400,B***,109,65000.0,Refrigerator,Home Appliances,offline,Chennai,2025-11-10,2,Card,0.1,Br***@yahoo.com,******8393,successful,117000.0,2025,November,4
2009,353,R***,110,45000.0,Microwave,Home Appliances,online,Bangalore,2025-02-07,2,UPI,0.35,Ra***@outlook.com,******5596,successful,58500.0,2025,February,1
2010,174,J***,105,45000.0,Tv,Electronics,offline,Hyderabad,2025-05-20,2,Card,0.1,Je***@gmail.com,******9242,successful,81000.0,2025,May,2
2011,850,Z***,101,250000.0,Laptop,Electronics,online,Chennai,2025-10-02,4,UPI,0.3,Za***@gmail.com,******4917,successful,700000.0,2025,October,4
2012,282,T***,108,15000.0,Mixer Grinder,Home Appliances,offline,Hyderabad,2025-12-22,2,Cash,0.1,Ta***@outlook.com,******3095,successful,27000.0,2025,December,4
2013,620,A***,107,50000.0,Dining Table,Furniture,online,Mumbai,2025-12-09,3,NetBanking,0.25,Al***@yahoo.com,******8157,successful,112500.0,2025,December,4
2014,93,J***,107,50000.0,Dining Table,Furniture,online,Mumbai,2025-12-09,3,Card,0.05,Ju***@yahoo.com,******7676,successful,142500.0,2025,December,4
2015,122,S***,110,45000.0,Microwave,Home Appliances,online,Delhi,2026-02-20,3,UPI,0.25,Sa***@yahoo.com,******8225,successful,101250.0,2026,February,1
2016,391,C***,109,65000.0,Refrigerator,Home Appliances,offline,Mumbai,2025-08-03,4,Card,0.4,Ca***@gmail.com,******7305,successful,156000.0,2025,August,3
2017,201,L***,107,50000.0,Dining Table,Furniture,offline,Bangalore,2025-05-14,4,NetBanking,0.1,Li***@yahoo.com,******2874,successful,180000.0,2025,May,2
2018,775,R***,102,70000.0,Phone,Electronics,online,Chennai,2025-07-24,2,Card,0.3,Ro***@gmail.com,******6010,successful,98000.0,2025,July,3
2019,275,E***,106,80000.0,Sofa,Furniture,offline,Bangalore,2026-02-04,3,UPI,0.1,Ed***@yahoo.com,******4934,successful,216000.0,2026,February,1
2020,336,G***,106,80000.0,Sofa,Furniture,online,Chennai,2025-05-11,4,NetBanking,0.35,Gr***@gmail.com,******0045,successful,208000.0,2025,May,2
2021,415,J***,102,70000.0,Phone,Electronics,offline,Delhi,2025-10-06,3,UPI,0.05,Ja***@gmail.com,******4305,successful,199500.0,2025,October,4
2022,694,L***,102,70000.0,Phone,Electronics,online,Hyderabad,2025-11-27,1,NetBanking,0.2,Lo***@gmail.com,******4973,successful,56000.0,2025,November,4
2023,976,P***,104,8000.0,Shoes,Clothing,online,Chennai,2025-09-28,5,Cash,0.35,Pa***@gmail.com,******1725,successful,26000.0,2025,September,3
2024,733,J***,109,65000.0,Refrigerator,Home Appliances,online,Delhi,2025-06-03,4,UPI,0.4,Je***@gmail.com,******6363,successful,156000.0,2025,June,2
2025,653,J***,109,65000.0,Refrigerator,Home Appliances,online,Mumbai,2025-04-24,3,NetBanking,0.3,Jo***@gmail.com,******3333,successful,136500.0,2025,April,2
2026,641,A***,106,80000.0,Sofa,Furniture,offline,Bangalore,2026-01-03,5,NetBanking,0.05,An***@outlook.com,******3170,successful,380000.0,2026,January,1
2027,569,L***,108,15000.0,Mixer Grinder,Home Appliances,offline,Mumbai,2025-05-23,3,NetBanking,0.3,Li***@gmail.com,******7618,successful,31499.999999999996,2025,May,2
2028,350,G***,103,1300.0,Shirt,Clothing,offline,Chennai,2025-12-28,1,UPI,0.2,Gr***@yahoo.com,******3947,successful,1040.0,2025,December,4
2029,978,N***,101,250000.0,Laptop,Electronics,online,Delhi,2025-08-28,1,Card,0.3,Ni***@gmail.com,******9250,successful,175000.0,2025,August,3
2030,174,J***,105,45000.0,Tv,Electronics,online,Hyderabad,2026-03-09,4,Cash,0.05,Je***@gmail.com,******9242,successful,171000.0,2026,March,1
2031,88,A***,101,250000.0,Laptop,Electronics,offline,Chennai,2025-11-19,3,UPI,0.2,Al***@gmail.com,******4131,successful,600000.0,2025,November,4
2031,88,A***,101,250000.0,Laptop,Electronics,offline,Chennai,2025-11-19,3,UPI,0.2,Al***@gmail.com,******4131,failed,600000.0,2025,November,4
2032,356,L***,102,70000.0,Phone,Electronics,offline,Hyderabad,2026-02-11,3,Card,0.3,La***@gmail.com,******0420,successful,147000.0,2026,February,1
2033,895,A***,109,65000.0,Refrigerator,Home Appliances,online,Bangalore,2025-06-29,4,UPI,0.35,Aa***@gmail.com,******5793,successful,169000.0,2025,June,2
2034,850,Z***,104,8000.0,Shoes,Clothing,online,Chennai,2026-02-02,1,NetBanking,0.15,Za***@gmail.com,******4917,successful,6800.0,2026,February,1
2035,814,D***,102,70000.0,Phone,Electronics,online,Hyderabad,2025-09-12,5,UPI,0.25,Do***@gmail.com,******2067,successful,262500.0,2025,September,3
2036,884,I***,103,1300.0,Shirt,Clothing,online,Delhi,2025-09-22,2,UPI,0.25,Is***@gmail.com,******4208,successful,1950.0,2025,September,3
2037,45,T***,102,70000.0,Phone,Electronics,offline,Delhi,2026-01-06,2,Card,0.3,Ta***@gmail.com,******5843,successful,98000.0,2026,January,1
2038,934,B***,105,45000.0,Tv,Electronics,offline,Hyderabad,2025-07-10,4,Card,0.25,Br***@gmail.com,******8609,successful,135000.0,2025,July,3
2039,216,P***,104,8000.0,Shoes,Clothing,online,Chennai,2026-04-10,3,UPI,0.05,Pa***@gmail.com,******5111,successful,22800.0,2026,April,2
2040,57,C***,110,45000.0,Microwave,Home Appliances,online,Hyderabad,2025-08-14,5,Cash,0.35,Ch***@outlook.com,******5372,successful,146250.0,2025,August,3
2041,814,D***,102,70000.0,Phone,Electronics,offline,Hyderabad,2025-04-30,2,NetBanking,0.1,Do***@gmail.com,******2067,successful,126000.0,2025,April,2
2042,308,L***,107,50000.0,Dining Table,Furniture,offline,Mumbai,2025-02-10,1,Card,0.05,Lo***@gmail.com,******7114,successful,47500.0,2025,February,1
2043,176,R***,110,45000.0,Microwave,Home Appliances,offline,Chennai,2026-01-30,2,NetBanking,0.35,Ro***@outlook.com,******0905,successful,58500.0,2026,January,1
2044,409,E***,104,8000.0,Shoes,Clothing,offline,Bangalore,2025-06-15,3,Card,0.15,El***@outlook.com,******5929,successful,20400.0,2025,June,2
2045,804,T***,106,80000.0,Sofa,Furniture,online,Bangalore,2026-03-23,5,Card,0.4,Ti***@outlook.com,******7153,successful,240000.0,2026,March,1
2046,166,D***,103,1300.0,Shirt,Clothing,offline,Bangalore,2026-02-13,4,Cash,0.4,Da***@gmail.com,******2394,successful,3120.0,2026,February,1
2047,189,M***,102,70000.0,Phone,Electronics,offline,Chennai,2025-07-29,3,Card,0.05,Me***@outlook.com,******9897,successful,199500.0,2025,July,3
2048,635,K***,107,50000.0,Dining Table,Furniture,online,Delhi,2025-08-14,3,Cash,0.2,Ke***@outlook.com,******1494,successful,120000.0,2025,August,3
2049,325,T***,102,70000.0,Phone,Electronics,online,Bangalore,2025-09-27,5,Cash,0.15,Th***@yahoo.com,******2924,successful,297500.0,2025,September,3
2050,328,A***,110,45000.0,Microwave,Home Appliances,online,Mumbai,2025-11-02,3,NetBanking,0.2,An***@outlook.com,******5697,successful,108000.0,2025,November,4
2051,879,A***,107,50000.0,Dining Table,Furniture,offline,Mumbai,2025-07-17,4,UPI,0.05,An***@yahoo.com,******8466,successful,190000.0,2025,July,3
2052,714,S***,106,80000.0,Sofa,Furniture,online,Mumbai,2025-09-12,1,Card,0.3,Sc***@gmail.com,******4950,successful,56000.0,2025,September,3
2053,86,R***,107,50000.0,Dining Table,Furniture,offline,Mumbai,2026-02-01,2,NetBanking,0.25,Ra***@yahoo.com,******5951,successful,75000.0,2026,February,1
2054,180,C***,106,80000.0,Sofa,Furniture,offline,Bangalore,2026-04-03,2,NetBanking,0.25,Ch***@yahoo.com,******6560,successful,120000.0,2026,April,2
2055,682,C***,101,250000.0,Laptop,Electronics,offline,Delhi,2025-10-13,3,NetBanking,0.05,Cr***@gmail.com,******8526,successful,712500.0,2025,October,4
2056,713,J***,108,15000.0,Mixer Grinder,Home Appliances,online,Hyderabad,2025-04-26,1,NetBanking,0.35,Ja***@gmail.com,******8007,successful,9750.0,2025,April,2
2057,541,M***,102,70000.0,Phone,Electronics,online,Delhi,2025-10-07,2,NetBanking,0.05,Me***@gmail.com,******7972,successful,133000.0,2025,October,4
2058,825,J***,101,250000.0,Laptop,Electronics,online,Bangalore,2025-07-06,5,Cash,0.05,Jo***@outlook.com,******8368,successful,1187500.0,2025,July,3
2058,825,J***,101,250000.0,Laptop,Electronics,online,Bangalore,2025-07-06,5,Cash,0.05,Jo***@outlook.com,******8368,failed,1187500.0,2025,July,3
2059,284,E***,102,70000.0,Phone,Electronics,online,Chennai,2025-07-10,1,UPI,0.15,Er***@gmail.com,******8578,successful,59500.0,2025,July,3
2060,856,S***,106,80000.0,Sofa,Furniture,online,Bangalore,2025-05-06,4,NetBanking,0.4,Su***@outlook.com,******1008,successful,192000.0,2025,May,2
2061,858,K***,106,80000.0,Sofa,Furniture,online,Hyderabad,2025-10-02,3,NetBanking,0.1,Kr***@yahoo.com,******5897,successful,216000.0,2025,October,4
2062,165,R***,102,70000.0,Phone,Electronics,online,Hyderabad,2026-01-08,5,UPI,0.2,Re***@outlook.com,******1179,successful,280000.0,2026,January,1
2063,872,D***,107,50000.0,Dining Table,Furniture,offline,Mumbai,2025-09-09,4,Card,0.35,Da***@yahoo.com,******0205,successful,130000.0,2025,September,3
2064,878,S***,101,250000.0,Laptop,Electronics,online,Chennai,2025-12-17,3,Cash,0.25,Sa***@yahoo.com,******2098,successful,562500.0,2025,December,4
2065,134,M***,107,50000.0,Dining Table,Furniture,online,Bangalore,2025-07-18,3,NetBanking,0.25,Ma***@outlook.com,******4377,successful,112500.0,2025,July,3
2066,655,J***,104,8000.0,Shoes,Clothing,offline,Delhi,2026-04-09,4,Cash,0.4,Ju***@yahoo.com,******2456,successful,19200.0,2026,April,2
2067,34,R***,104,8000.0,Shoes,Clothing,offline,Hyderabad,2026-06-03,1,UPI,0.3,Ra***@outlook.com,******5891,successful,5600.0,2026,June,2
2068,816,E***,105,45000.0,Tv,Electronics,offline,Delhi,2025-06-07,1,Card,0.1,Er***@yahoo.com,******1945,successful,40500.0,2025,June,2
2069,791,A***,105,45000.0,Tv,Electronics,offline,Hyderabad,2026-01-05,1,UPI,0.4,Ap***@gmail.com,******6529,successful,27000.0,2026,January,1
2070,283,A***,107,50000.0,Dining Table,Furniture,online,Chennai,2025-07-24,2,Cash,0.15,An***@gmail.com,******4842,successful,85000.0,2025,July,3
2071,803,M***,101,250000.0,Laptop,Electronics,online,Chennai,2025-09-14,5,UPI,0.2,Mi***@outlook.com,******5886,successful,1000000.0,2025,September,3
2072,224,B***,105,45000.0,Tv,Electronics,offline,Mumbai,2025-12-08,2,Cash,0.2,Be***@gmail.com,******1609,successful,72000.0,2025,December,4
2073,137,K***,107,50000.0,Dining Table,Furniture,offline,Mumbai,2025-09-27,3,Cash,0.35,Ka***@yahoo.com,******6544,successful,97500.0,2025,September,3
2074,168,J***,106,80000.0,Sofa,Furniture,online,Mumbai,2025-09-14,4,Card,0.15,Jo***@yahoo.com,******0417,successful,272000.0,2025,September,3
2075,935,S***,108,15000.0,Mixer Grinder,Home Appliances,online,Mumbai,2026-04-03,2,Cash,0.2,Sa***@outlook.com,******9224,successful,24000.0,2026,April,2
2076,821,M***,107,50000.0,Dining Table,Furniture,online,Delhi,2026-03-29,3,UPI,0.25,Ma***@gmail.com,******7968,successful,112500.0,2026,March,1
2077,245,B***,109,65000.0,Refrigerator,Home Appliances,online,Delhi,2025-03-10,1,UPI,0.15,Br***@gmail.com,******3697,successful,55250.0,2025,March,1
2078,902,L***,101,250000.0,Laptop,Electronics,offline,Mumbai,2025-12-16,1,NetBanking,0.3,Lo***@outlook.com,******2031,successful,175000.0,2025,December,4
2079,495,J***,110,45000.0,Microwave,Home Appliances,online,Hyderabad,2025-09-01,3,UPI,0.25,Jo***@yahoo.com,******7125,successful,101250.0,2025,September,3
2080,109,M***,104,8000.0,Shoes,Clothing,online,Mumbai,2025-06-23,4,UPI,0.4,Mi***@yahoo.com,******7171,successful,19200.0,2025,June,2
2081,495,J***,103,1300.0,Shirt,Clothing,offline,Hyderabad,2025-11-04,4,NetBanking,0.25,Jo***@yahoo.com,******7125,successful,3900.0,2025,November,4
2082,557,J***,107,50000.0,Dining Table,Furniture,online,Hyderabad,2025-08-21,1,NetBanking,0.25,Jo***@gmail.com,******9909,successful,37500.0,2025,August,3
2083,379,A***,102,70000.0,Phone,Electronics,online,Mumbai,2025-06-05,2,Cash,0.1,An***@yahoo.com,******0361,successful,126000.0,2025,June,2
2084,349,J***,102,70000.0,Phone,Electronics,online,Bangalore,2025-08-28,2,Card,0.3,Jo***@outlook.com,******8393,successful,98000.0,2025,August,3
2085,611,R***,106,80000.0,Sofa,Furniture,offline,Mumbai,2026-03-31,1,NetBanking,0.25,Ro***@gmail.com,******6473,successful,60000.0,2026,March,1
2086,402,P***,109,65000.0,Refrigerator,Home Appliances,online,Bangalore,2025-08-23,2,Card,0.2,Pa***@gmail.com,******5134,successful,104000.0,2025,August,3
2087,530,M***,101,250000.0,Laptop,Electronics,online,Delhi,2025-12-31,5,NetBanking,0.15,Ma***@outlook.com,******5263,successful,1062500.0,2025,December,4
2087,530,M***,101,250000.0,Laptop,Electronics,online,Delhi,2025-12-31,5,NetBanking,0.15,Ma***@outlook.com,******5263,failed,1062500.0,2025,December,4
2088,508,J***,104,8000.0,Shoes,Clothing,online,Bangalore,2026-03-27,3,NetBanking,0.05,Je***@gmail.com,******8892,successful,22800.0,2026,March,1
2089,141,B***,110,45000.0,Microwave,Home Appliances,online,Bangalore,2025-06-02,1,Card,0.25,Br***@gmail.com,******2705,successful,33750.0,2025,June,2
2090,559,T***,103,1300.0,Shirt,Clothing,offline,Hyderabad,2025-06-30,3,NetBanking,0.35,To***@outlook.com,******1769,successful,2535.0,2025,June,2
2091,934,B***,106,80000.0,Sofa,Furniture,offline,Hyderabad,2026-03-08,3,Card,0.05,Br***@gmail.com,******8609,successful,228000.0,2026,March,1
2092,981,C***,105,45000.0,Tv,Electronics,online,Mumbai,2025-06-21,3,Card,0.25,Ch***@gmail.com,******5939,successful,101250.0,2025,June,2
2093,81,M***,109,65000.0,Refrigerator,Home Appliances,online,Chennai,2025-10-11,4,NetBanking,0.05,Mi***@yahoo.com,******7974,successful,247000.0,2025,October,4
2094,542,A***,107,50000.0,Dining Table,Furniture,online,Chennai,2025-06-15,1,Card,0.2,An***@outlook.com,******6387,successful,40000.0,2025,June,2
2095,375,J***,108,15000.0,Mixer Grinder,Home Appliances,online,Chennai,2025-07-26,4,Card,0.05,Je***@gmail.com,******3067,successful,57000.0,2025,July,3
2096,141,B***,106,80000.0,Sofa,Furniture,offline,Bangalore,2025-07-11,1,UPI,0.1,Br***@gmail.com,******2705,successful,72000.0,2025,July,3
2097,703,D***,108,15000.0,Mixer Grinder,Home Appliances,online,Delhi,2025-09-18,1,UPI,0.35,Da***@yahoo.com,******2395,successful,9750.0,2025,September,3
2098,459,J***,104,8000.0,Shoes,Clothing,online,Mumbai,2026-01-17,1,UPI,0.35,Ja***@gmail.com,******2001,successful,5200.0,2026,January,1
2099,938,M***,102,70000.0,Phone,Electronics,online,Hyderabad,2025-12-10,1,NetBanking,0.25,Ma***@gmail.com,******3823,successful,52500.0,2025,December,4
2100,667,K***,110,45000.0,Microwave,Home Appliances,online,Bangalore,2025-07-23,1,UPI,0.25,Ke***@outlook.com,******9912,successful,33750.0,2025,July,3
2101,119,D***,102,70000.0,Phone,Electronics,online,Delhi,2025-11-16,1,Cash,0.15,Da***@yahoo.com,******1072,successful,59500.0,2025,November,4
2102,87,P***,104,8000.0,Shoes,Clothing,offline,Chennai,2025-08-27,4,NetBanking,0.25,Pe***@outlook.com,******0954,successful,24000.0,2025,August,3
2103,771,M***,108,15000.0,Mixer Grinder,Home Appliances,online,Bangalore,2025-04-26,3,Card,0.2,Ma***@yahoo.com,******0012,successful,36000.0,2025,April,2
2104,950,C***,105,45000.0,Tv,Electronics,offline,Delhi,2025-04-18,3,UPI,0.05,Ch***@yahoo.com,******9331,successful,128250.0,2025,April,2
2105,305,Z***,104,8000.0,Shoes,Clothing,online,Delhi,2025-05-28,5,Cash,0.05,Za***@outlook.com,******3696,successful,38000.0,2025,May,2
2106,550,R***,101,250000.0,Laptop,Electronics,offline,Chennai,2025-11-09,2,UPI,0.35,Ra***@gmail.com,******9650,successful,325000.0,2025,November,4
2107,415,J***,106,80000.0,Sofa,Furniture,online,Delhi,2025-06-16,5,UPI,0.1,Ja***@gmail.com,******4305,successful,360000.0,2025,June,2
2108,778,A***,107,50000.0,Dining Table,Furniture,online,Mumbai,2026-01-22,2,Card,0.25,An***@outlook.com,******1196,successful,75000.0,2026,January,1
2109,616,M***,107,50000.0,Dining Table,Furniture,online,Bangalore,2025-12-24,2,UPI,0.25,Mi***@gmail.com,******3156,successful,75000.0,2025,December,4
2110,961,D***,105,45000.0,Tv,Electronics,online,Hyderabad,2025-09-27,5,NetBanking,0.15,De***@gmail.com,******8075,successful,191250.0,2025,September,3
2111,620,A***,109,65000.0,Refrigerator,Home Appliances,offline,Mumbai,2025-09-30,1,UPI,0.2,Al***@yahoo.com,******8157,successful,52000.0,2025,September,3
2112,99,M***,104,8000.0,Shoes,Clothing,online,Mumbai,2025-08-31,5,UPI,0.4,Ma***@gmail.com,******8664,successful,24000.0,2025,August,3
2113,334,B***,108,15000.0,Mixer Grinder,Home Appliances,online,Chennai,2026-08-03,4,UPI,0.2,Br***@gmail.com,******1783,successful,48000.0,2026,August,3
2114,182,K***,102,70000.0,Phone,Electronics,online,Hyderabad,2025-05-05,4,UPI,0.05,Ka***@outlook.com,******9367,successful,266000.0,2025,May,2
2115,628,K***,109,65000.0,Refrigerator,Home Appliances,online,Chennai,2026-02-24,1,UPI,0.1,Ke***@gmail.com,******5626,successful,58500.0,2026,February,1
2116,687,R***,103,1300.0,Shirt,Clothing,offline,Hyderabad,2025-10-23,3,NetBanking,0.2,Ro***@yahoo.com,******9773,successful,3120.0,2025,October,4
2117,13,J***,101,250000.0,Laptop,Electronics,online,Bangalore,2025-11-30,3,NetBanking,0.25,Ja***@gmail.com,******2670,successful,562500.0,2025,November,4
2118,272,G***,109,65000.0,Refrigerator,Home Appliances,offline,Delhi,2026-03-31,1,UPI,0.3,Ga***@gmail.com,******6225,successful,45500.0,2026,March,1
2119,553,V***,107,50000.0,Dining Table,Furniture,offline,Mumbai,2025-05-02,3,Card,0.25,Ve***@gmail.com,******9972,successful,112500.0,2025,May,2
2120,72,M***,105,45000.0,Tv,Electronics,online,Chennai,2025-11-15,4,NetBanking,0.3,Mi***@gmail.com,******0077,successful,125999.99999999999,2025,November,4
2121,964,A***,101,250000.0,Laptop,Electronics,offline,Mumbai,2025-05-18,3,NetBanking,0.35,Am***@yahoo.com,******0526,successful,487500.0,2025,May,2
2122,890,H***,101,250000.0,Laptop,Electronics,online,Chennai,2026-07-02,4,NetBanking,0.2,Ho***@yahoo.com,******6494,successful,800000.0,2026,July,3
2123,165,R***,104,8000.0,Shoes,Clothing,online,Hyderabad,2025-05-18,1,UPI,0.25,Re***@outlook.com,******1179,successful,6000.0,2025,May,2
2124,183,P***,107,50000.0,Dining Table,Furniture,offline,Hyderabad,2025-06-13,5,NetBanking,0.15,Pa***@yahoo.com,******0750,successful,212500.0,2025,June,2
2125,113,P***,103,1300.0,Shirt,Clothing,online,Delhi,2025-10-30,4,Cash,0.1,Pa***@outlook.com,******1759,successful,4680.0,2025,October,4
2126,867,J***,109,65000.0,Refrigerator,Home Appliances,offline,Chennai,2025-07-16,2,UPI,0.3,Je***@gmail.com,******0432,successful,91000.0,2025,July,3
2127,334,B***,108,15000.0,Mixer Grinder,Home Appliances,offline,Chennai,2026-04-05,4,Cash,0.3,Br***@gmail.com,******1783,successful,42000.0,2026,April,2
2128,874,S***,105,45000.0,Tv,Electronics,online,Mumbai,2025-06-09,2,Cash,0.3,Sa***@gmail.com,******3067,successful,62999.99999999999,2025,June,2
2129,3,M***,110,45000.0,Microwave,Home Appliances,online,Delhi,2025-08-04,2,UPI,0.1,Ma***@yahoo.com,******4372,successful,81000.0,2025,August,3
2130,193,M***,106,80000.0,Sofa,Furniture,offline,Bangalore,2026-03-20,4,UPI,0.15,Ma***@yahoo.com,******7194,successful,272000.0,2026,March,1
2131,712,L***,101,250000.0,Laptop,Electronics,offline,Hyderabad,2025-08-20,4,Card,0.2,La***@outlook.com,******5295,successful,800000.0,2025,August,3
2132,981,C***,110,45000.0,Microwave,Home Appliances,online,Mumbai,2026-02-23,1,NetBanking,0.1,Ch***@gmail.com,******5939,successful,40500.0,2026,February,1
2133,462,S***,110,45000.0,Microwave,Home Appliances,online,Bangalore,2026-12-03,2,Card,0.05,St***@yahoo.com,******3279,successful,85500.0,2026,December,4
